目标词,匹配词,相似度,是否匹配
童心乐园,3+4,0.87,True
商业氛围,5+1,0.695,False
闲散,5+2,0.913,True
咖啡馆,2+1,0.657,False
甜点店,2+1,0.837,True
临河,3+1,0.897,True
茶馆,2+1,0.921,True
日落,3+1,0.935,True
周末,4+1,0.889,True
舒服,5+2,0.922,True
春天,3+1,0.854,True
治愈,5+3,0.519,False
宝藏,5+3,0.78,True
赏春地,3+1,0.862,True
值得,5+3,0.589,False
赏花,4+1,0.689,False
花船,2+3,0.832,True
花坞,3+1,0.832,True
春日活动,4+1,0.668,False
装饰,3+2,0.818,True
拍照氛围,5+2,0.891,True
梦呓花船,4+1,0.858,True
沪上,3+5,0.771,True
梦幻,5+3,0.69,False
水岸花坞,2+2,0.795,True
樱花装置,2+3,0.93,True
可爱,5+3,0.741,True
花瀑布,3+1,0.714,False
惊艳,5+3,0.741,True
唯美,5+3,0.875,True
樱花径,3+1,0.767,True
浪漫,5+3,0.876,True
步道,2+3,0.77,True
涵春鸟亭,2+1,0.827,True
老街烟火气,5+2,0.77,True
花街,3+2,0.849,True
春日意境,5+2,0.831,True
下午,5+2,0.801,True
阳光柔和,5+2,0.789,True
不晒,5+2,0.648,False
出片,5+2,0.874,True
文化唤醒,3+3,0.597,False
风景,3+1,0.851,True
猪蹄,3+4,0.828,True
烤肠,3+4,0.802,True
餐饮,2+1,0.818,True
中餐,3+4,0.725,True
西餐,3+4,0.748,True
简餐,2+3,0.749,True
古韵,4+1,0.95,True
现代诗画意境,5+2,0.825,True
摄影师,4+1,0.794,True
沿湖亭台楼阁,3+2,0.746,True
相互借景,3+2,0.704,False
重重透视,5+2,0.828,True
青黑褐,3+2,0.764,True
不施粉黛,5+2,0.903,True
质雅朴素,5+2,0.807,True
公区植物,3+1,0.722,True
常绿,3+1,0.569,False
各色鲜花,3+1,0.689,False
春天气息,5+2,0.794,True
公园商业,2+1,0.624,False
古镇文旅,3+5,0.856,True
国际街区,2+1,0.79,True
美好时间,5+2,0.844,True
美丽,5+2,0.894,True
美图,5+1,0.731,True
愉悦,5+3,0.735,True
全面,5+1,0.757,True
体验值,5+1,0.534,False
城中村,3+2,0.895,True
古镇改造,5+1,0.856,True
乐趣游览,4+1,0.771,True
自然随意,5+2,0.785,True
城市漫步citywalk,4+1,0.743,True
商家导视系统,2+3,0.498,False
品牌曝光,5+1,0.58,False
消费欲望,5+1,0.501,False
UrbanRetreat城市微度假,5+2,0.551,False
开放式街区,2+2,0.685,False
公园,2+1,0.672,False
彩虹,3+1,0.646,False
坠值得逛,5+2,0.693,False
拍照氛围感,5+2,0.854,True
出片点位,4+1,0.893,True
沪上独一份,3+5,0.618,False
巨型樱花装置,3+1,0.64,False
水岸花瀑布,3+1,0.814,True
原始现场原址,3+2,0.719,False
木吉他箱体,2+3,0.456,False
空间原型,2+2,0.411,False
正圆形空间,2+2,0.564,False
混凝土柱,3+2,0.671,False
视觉整体性,3+2,0.663,False
圆与矩形,3+2,0.629,False
内切角空间,2+2,0.614,False
灰空间区域,2+2,0.606,False
外摆区域,2+2,0.728,True
沿街人流,5+2,0.891,True
驻足观赏,4+1,0.832,True
吉他箱体内部,2+3,0.425,False
木制吉他身形状,2+3,0.38,False
立面中央,3+2,0.86,True
入口视觉统一性,2+1,0.659,False
空隙空间,2+2,0.51,False
过渡区,2+2,0.61,False
户外座椅区,2+2,0.572,False
吸引路人,5+2,0.751,True
开窗尺寸,2+1,0.475,False
店铺内部,2+1,0.588,False
挑高空间,2+2,0.565,False
环形演出剧场,2+1,0.859,True
混响时间,2+1,0.693,False
音孔,3+2,0.792,True
室内演出声音,2+1,0.618,False
街上的行人,5+2,0.829,True
窗洞,3+2,0.708,False
视觉效果,5+2,0.763,True
不同高度吧台,2+1,0.702,False
饮酒区,2+1,0.797,True
内部采光,2+2,0.709,False
阳光引入室内,2+2,0.499,False
圆形布局,2+1,0.675,False
双层区域,2+2,0.555,False
表演剧场,2+1,0.891,True
声学性能,2+1,0.598,False
窗户开口,2+2,0.552,False
弦类乐器,3+4,0.537,False
琴弦振动,4+1,0.601,False
机械力量,4+1,0.762,True
演奏者,4+1,0.736,True
弓和弦,2+3,0.597,False
张力,5+2,0.903,True
建构美感,3+2,0.779,True
张弦主题,3+3,0.702,False
三角张弦木梁体系,3+2,0.615,False
下弦柔性索,2+3,0.846,True
停车位充足,2+3,0.543,False
价格也不贵,5+1,0.569,False
东西别出心裁,5+2,0.808,True
饮品店很多,2+1,0.563,False
店铺都很干净,5+1,0.39,False
菜很新鲜,5+1,0.637,False
现杀,3+4,0.796,True
现炒现做,3+4,0.838,True
打卡送豆花好吃,3+4,0.609,False
拍照打卡景点很多,4+1,0.736,True
庭院休息,2+2,0.535,False
开雾冰,3+1,0.724,True
蟠龙庙舒胜,2+1,0.801,True
市集,2+1,0.874,True
氛围,5+2,0.753,True
春日限定,5+2,0.755,True
美景,5+2,0.879,True
体验感,5+2,0.796,True
繁花,3+1,0.73,True
小船,2+3,0.925,True
主河道,3+1,0.895,True
樱花,3+1,0.756,True
拍照,4+1,0.928,True
映月桥,3+2,0.919,True
樱花装饰,3+2,0.894,True
亮灯,3+2,0.905,True
南市花街,2+1,0.819,True
彩色巨型花瓣,3+1,0.674,False
商业街,2+1,0.841,True
花鸟鱼市,2+1,0.842,True
小摊点,2+3,0.822,True
程祠草坪,2+2,0.675,False
花香鸟语,3+1,0.884,True
涵春广场,2+1,0.828,True
春日牧场,3+1,0.721,True
亲子游,4+1,0.725,True
蓝调,5+2,0.856,True
盛花期,3+1,0.771,True
活力,5+2,0.798,True
温婉,5+2,0.889,True
绝佳去处,5+2,0.847,True
东方石拱桥,3+2,0.918,True
西方廊桥,3+2,0.919,True
氛围感,5+2,0.753,True
程家祠堂,3+2,0.952,True
古镇历史,3+2,0.83,True
十年记,5+3,0.52,False
古风集市,3+3,0.876,True
复古游戏,3+3,0.677,False
溪桥应泊,3+2,0.945,True
特色商业街,2+1,0.857,True
粉墙黛瓦,3+2,0.889,True
诗意盎然,5+2,0.844,True
贵州创意菜,3+4,0.675,False
景观位,2+2,0.683,False
江南水乡美景,3+1,0.911,True
红酸汤鱼,3+4,0.854,True
牛肉汤汁,3+4,0.636,False
酸辣开胃,3+4,0.68,False
鲜嫩,3+4,0.863,True
怪噜饭,3+4,0.923,True
口感丰富,3+4,0.758,True
味道独特,3+4,0.792,True
芝麻冰淇淋,3+4,0.585,False
香甜,3+4,1.0,True
丝滑,5+2,0.864,True
自然葡萄酒,3+4,0.863,True
精酿啤酒,2+3,0.69,False
复古氛围,5+2,0.834,True
落日余晖,3+1,0.93,True
灯光夜景,3+1,0.916,True
传统手工艺品摊位,2+3,0.701,False
花鸟鱼虫市场,2+1,0.668,False
宠物友好型,2+3,0.546,False
假日,5+1,0.658,False
全金属材质,2+3,0.46,False
风光黄金焦段,3+1,0.728,True
无变形,5+3,0.572,False
接片,4+1,0.775,True
星空摄影,4+1,0.632,False
婚礼室内人像,2+1,0.459,False
快,5+2,0.923,True
不跑焦,5+3,0.756,True
综合画质,5+1,0.75,True
紧实,3+4,0.871,True
不易误操作,5+2,0.681,False
结实耐用,2+3,0.703,False
边缘画质,5+1,0.702,False
紫边小,3+1,0.544,False
畸变控制好,5+1,0.618,False
烟雨长廊,3+2,0.867,True
功力深厚,5+3,0.755,True
对比,5+2,0.709,False
汗颜,5+3,0.77,True
石拱桥,3+2,0.906,True
小渡船,2+3,0.895,True
咖啡,2+1,0.697,False
奶茶铺,2+1,0.837,True
安徽菜,3+4,0.747,True
皖荟餐厅,2+1,0.717,False
徽菜,3+4,0.916,True
黄山臭鱖鱼,3+4,0.952,True
蒙城烤烧饼,3+4,0.741,True
重口味,3+4,0.815,True
不夸张变形,5+2,0.688,False
提升综合画质,5+1,0.611,False
注册功能,2+1,0.47,False
全金属材质结实耐用,2+3,0.412,False
古镇文化,3+3,0.904,True
3公里天然水系,3+1,0.613,False
23万平米公园绿地,2+3,0.37,False
Culture文化唤醒,3+3,0.6,False
Nature自然融合,3+1,0.754,True
设计家居,2+1,0.693,False
户外生活美学零售,2+1,0.591,False
情调美食,3+4,0.885,True
商贸,3+4,0.833,True
设计,2+1,0.709,False
自然走势,3+1,0.839,True
活动尺度,4+1,0.547,False
悖时,5+3,0.811,True
先锋,2+1,0.843,True
趋势,5+1,0.718,False
古镇保护,3+2,0.806,True
商业开发,5+1,0.664,False
公共绿地,2+3,0.626,False
水乡古镇,3+2,0.827,True
商业空间,2+1,0.657,False
居住区,2+1,0.826,True
隋朝,3+3,0.886,True
江南,3+5,0.795,True
富庶水乡,3+1,0.809,True
帅气德文,5+3,0.477,False
啾啾,5+3,0.881,True
春日,3+1,0.898,True
人潮,5+1,0.922,True
新年,5+2,0.493,False
气氛,5+2,0.82,True
灯火,3+2,0.841,True
从容,5+2,1.0,True
感恩,5+3,0.729,True
好运,5+3,0.67,False
休闲,2+1,0.789,True
遛狗,4+1,0.606,False
喝茶,2+1,0.946,True
好去处,5+2,0.913,True
新中式,3+2,0.787,True
浅色系,3+2,0.864,True
夜景灯光,3+1,0.908,True
山水与科技特展,3+3,0.515,False
萌宠乐园,2+1,0.824,True
狗狗社交场,2+3,0.553,False
超大草坪,2+3,0.585,False
宠物饮水机,2+3,0.556,False
极简风,3+2,0.957,True
拿铁,2+1,0.64,False
华夫饼,3+4,0.88,True
ins风大片,5+2,0.85,True
平成屋,2+1,0.87,True
日式烧鸟,3+4,0.774,True
灯笼墙,3+2,0.718,False
榻榻米,2+1,0.729,True
提灯,4+1,1.0,True
明太子西葫芦,3+4,0.915,True
菽水小馆,2+1,0.877,True
素食主义,3+4,0.617,False
禅意庭院风,3+2,0.746,True
菌菇汤面,3+4,0.778,True
弗兰克西餐厅,2+1,0.673,False
花园Brunch,2+1,0.865,True
河景,3+1,0.928,True
猫的天空之城,3+5,0.538,False
限定蟠龙明信片,3+4,0.758,True
木墨,3+2,0.815,True
手工木质家居,2+1,0.583,False
香薰蜡烛,2+3,0.831,True
江南百景图POP-UP,3+5,0.673,False
布兰兔,2+1,0.872,True
少女心爆棚,5+3,0.763,True
伴手礼,3+4,0.806,True
屋檐,3+2,0.83,True
雨,3+1,0.902,True
游船,4+1,0.913,True
窗框,3+2,0.686,False
涟漪,3+1,0.719,False
卫生,2+3,0.618,False
环境,5+2,0.717,False
工作人员,2+3,0.739,True
保洁,2+3,0.724,True
惊喜,5+3,0.699,False
宝藏盒子,2+3,0.619,False
历史悠久,3+2,0.809,True
古建筑,3+2,1.0,True
现代,3+2,0.717,False
潮流元素,5+2,0.647,False
完美融合,5+2,0.647,False
传统,3+3,0.733,True
大都市,5+1,0.615,False
时尚气息,5+2,0.826,True
改建出色,5+1,0.621,False
水清,3+1,0.841,True
维护用心,5+1,0.703,False
美食丰富,3+4,0.728,True
店铺时尚,2+1,0.609,False
特色菜系,3+4,0.739,True
环境优美,5+2,0.749,True
停车方便,2+3,0.558,False
一招鲜,3+4,0.917,True
独树一帜,5+3,0.819,True
改建,2+1,0.669,False
水,3+1,0.887,True
清,3+1,0.92,True
绿,3+1,0.593,False
维护,2+3,0.622,False
美食,3+4,0.856,True
上海首店,2+1,0.673,False
区域首店,2+1,0.796,True
选品优秀,5+1,0.658,False
停车场,2+3,0.675,False
免费停车,2+3,0.479,False
翻新,3+2,0.763,True
人气,5+2,0.934,True
石桥,3+2,0.953,True
牌坊,3+2,0.944,True
戏台,2+1,0.933,True
非遗盘扣,3+3,0.75,True
巨型盘扣龙船,2+3,0.648,False
蔷薇花,3+1,0.738,True
河边,3+1,0.921,True
船来人往,4+1,0.797,True
惬意时光,5+2,0.925,True
江南风物季,3+5,0.75,True
小车,2+3,0.695,False
秋千,2+3,0.912,True
红毯,2+3,0.649,False
美照,5+2,0.894,True
人山人海,5+2,0.7,False
特别漂亮,5+2,0.822,True
新天地,2+1,0.925,True
mall,2+1,0.543,False
历史,3+3,1.0,True
新中式江南古镇,3+2,0.839,True
商圈,2+1,0.901,True
江南水乡文化,3+3,0.657,False
古韵蟠龙新十景,3+5,0.737,True
香花桥影,3+2,0.928,True
雪竹轩,3+2,0.87,True
法布尔花园,3+2,0.643,False
喷泉广场,2+1,0.737,True
骑乐马术,2+1,0.789,True
沿河咖啡馆,2+1,0.795,True
申井冰室,2+1,0.724,True
今日宜喝茶,5+2,0.922,True
TEA'STONE,2+1,0.868,True
宋明客厅,2+1,0.792,True
潮桔桔,3+4,0.788,True
西塔老太太,3+4,0.658,False
苏小柳,3+4,0.924,True
如一鲍鱼鸡,3+4,0.73,True
肥汁米兰,3+4,0.725,True
丰和日丽,5+2,0.873,True
兰巴赫,2+1,0.897,True
粉红汉堡,3+4,0.586,False
人不是特别多,5+1,0.61,False
天气也很好,5+2,0.88,True
走走逛逛,4+1,0.924,True
吃个午餐,5+1,0.662,False
开了很多店,5+1,0.509,False
挺有意思,5+3,0.635,False
居然还有话梅,3+4,0.853,True
方便,5+1,0.785,True
湖边,3+1,0.775,True
吹风,4+1,0.914,True
麻六记,3+4,0.897,True
霓裳茶舞,2+1,0.796,True
鮨椿,3+4,0.819,True
食材,3+4,0.85,True
日料,3+4,0.621,False
时尚,5+2,0.876,True
花园,3+1,0.708,False
商场,2+1,0.739,True
泰国菜,3+4,0.611,False
MUMLIKES,5+3,0.776,True
预制菜,3+4,0.825,True
服务员,2+1,0.69,False
小哥哥,4+1,0.699,False
虾片,3+4,0.92,True
露台,2+2,0.727,True
夜景,3+1,1.0,True
集市,2+1,0.856,True
小吃,3+4,0.869,True
点心,3+4,0.89,True
饰品,2+3,0.714,False
马场,2+1,0.84,True
服务中心,2+3,0.535,False
漫无目的,5+2,0.782,True
闲逛,4+1,0.82,True
moment,5+3,0.668,False
快乐,5+3,0.718,False
人太多,5+2,0.412,False
现代美学,3+2,0.717,False
白墙黛瓦,3+2,0.664,False
艺术装置,2+3,0.733,True
网红店,2+1,0.76,True
古今碰撞,3+2,0.719,False
人少景美,5+2,0.852,True
清净,5+2,0.86,True
逛吃天堂,5+2,0.706,False
本地小吃,3+4,0.766,True
文艺手作店,2+1,0.732,True
宠友好,2+3,0.826,True
傍晚灯亮,5+2,0.877,True
穿越回古代,5+3,0.867,True
滨河咖啡店,2+1,0.73,True
中式生活美学,3+3,0.614,False
老祖宗的优雅,5+3,0.826,True
年轻人的潮玩,4+1,0.633,False
明清老宅改建的茶馆,2+1,0.774,True
青花瓷杯,2+3,0.727,True
网红咖啡店,2+1,0.657,False
江南水乡的烟火气,5+2,0.709,False
非遗工坊,2+1,0.688,False
蓝印花布,3+3,0.767,True
蟠龙市集,2+1,0.866,True
定胜糕,3+4,0.887,True
马场骑马,4+1,0.578,False
百年香花桥,3+2,0.941,True
水幕光影秀,4+1,0.683,False
古镇剧本杀,4+1,0.716,False
文化主题乐园,2+1,0.836,True
千年蟠龙古镇的历史底蕴,3+2,0.842,True
历史古镇的现代化再生,5+1,0.746,True
艺术性装置与现代元素,3+2,0.609,False
江南非遗与市井文化的复兴,3+3,0.672,False
活动IP新焺集打造,4+1,0.56,False
夜间文化消费场景,3+3,0.642,False
小众品牌与首店经济的聚集地,5+1,0.665,False
原住民与社区记忆的延续,5+2,0.622,False
美,5+3,0.844,True
小镇,3+2,0.864,True
景,3+1,0.904,True
春和景明,3+1,0.897,True
出门溜达,4+1,0.896,True
逛,4+1,0.89,True
吃,3+4,0.79,True
小资小调,5+2,0.875,True
服装店,2+1,0.639,False
奶茶店,2+1,0.792,True
咖啡店,2+1,0.632,False
西餐厅,2+1,0.699,False
花鸟市场,2+1,0.687,False
躺一下午,5+2,0.657,False
喝喝茶,2+1,0.947,True
晒晒太阳,4+1,0.752,True
掏个耳朵,4+1,0.649,False
聊聊天,4+1,0.708,False
吃吃饭,5+2,0.873,True
生活,5+2,0.773,True
美好,5+3,0.805,True
乘船,4+1,0.867,True
小码头,2+2,0.882,True
热闹,5+2,0.918,True
宠物巡游展,4+1,0.52,False
樱花大道,3+1,0.866,True
主街,2+1,0.89,True
樱花盛开,3+1,0.552,False
绿叶,3+1,0.73,True
桥,3+2,0.975,True
春意,3+1,0.875,True
花期,3+1,0.712,False
景色宜人,5+2,0.883,True
吃的多,3+4,0.754,True
惬意,5+2,1.0,True
老式建筑,3+2,0.974,True
空间开阔,2+2,0.481,False
禅意盆景,3+3,0.674,False
新式沿河小楼,3+2,0.744,True
咖啡买一送一,2+1,0.684,False
樱花季限定活动,4+1,0.46,False
桥上樱花装置,3+2,0.759,True
花船水集,2+3,0.731,True
fafa水集,3+1,0.829,True
小资生活,5+2,0.726,True
哈根达斯,3+4,0.925,True
元古云境,3+2,0.801,True
皖荟,3+5,0.781,True
越稽,3+2,0.913,True
蕉内,3+4,0.946,True
买手店,2+1,0.768,True
爱丽丝漫游仙境风瓷器店,2+1,0.627,False
昆虫&爬行类动物标本店,2+1,0.623,False
非遗秤砣店,2+1,0.895,True
自助花店,2+1,0.691,False
开放式花鸟店,2+1,0.692,False
软装设计,2+1,0.697,False
现代都市风格,3+2,0.673,False
宋代美学,3+3,0.772,True
马卡龙色灯光,3+2,0.869,True
烛火照明氛围感,5+2,0.803,True
入夜美景,3+1,0.943,True
春风,3+1,0.83,True
沉浸体验,5+2,0.79,True
花船巡游,4+1,0.682,False
水上花瀑,3+1,0.895,True
3D立体花路,3+1,0.537,False
水岸,3+1,0.86,True
鲜花长廊,3+1,0.785,True
水坞悠游剧场,2+1,0.742,True
流动花艺展,3+3,0.519,False
水上灵感市集,2+3,0.792,True
鲜花,3+1,0.767,True
手作,4+1,0.954,True
咖啡香气,5+2,0.937,True
萌宠社交场,2+3,0.742,True
鹦鹉互动,4+1,0.811,True
绵羊牧场,2+1,0.642,False
蓝调时刻,5+2,0.754,True
花船亮灯,4+1,0.865,True
地铁17号线,2+3,0.752,True
艺术,3+3,0.644,False
受众,5+1,0.736,True
美术馆,2+1,0.756,True
冷清,5+2,0.873,True
中秋,3+3,0.754,True
漂亮,5+2,0.909,True
神牛,3+3,0.795,True
圣诞假期,4+1,0.685,False
第一次,5+3,0.655,False
拜访,4+1,0.818,True
小巧,3+2,0.88,True
圣堂,3+2,0.884,True
自然融合,3+1,0.543,False
城市焕新,5+1,0.624,False
上海前门院,3+2,0.796,True
江南新天地,3+5,0.78,True
江南文化,3+3,0.685,False
水乡古镇商业,5+1,0.697,False
摩登江南人居范本,3+5,0.804,True
湖中映月,3+1,0.664,False
桥边花,3+1,0.804,True
月夜色,3+1,0.848,True
格外迷人,5+2,0.793,True
人流量不大,5+1,0.566,False
美美的灯会,3+3,0.854,True
晚上超美,5+2,0.735,True
烟雨长街,3+2,0.811,True
北市街,2+1,0.787,True
戏台广场,2+1,0.754,True
购物,2+1,0.633,False
选择超多,5+1,0.483,False
过年,5+2,0.811,True
河水,3+1,0.929,True
小桥,3+2,1.0,True
亭台楼阁,3+2,0.841,True
柳绿花红,3+1,0.876,True
人群熙攘,5+2,0.583,False
车水马龙,5+2,0.785,True
水乡,3+1,0.84,True
诗人,3+3,0.886,True
蟠龙,3+2,0.889,True
雪竹,3+1,0.935,True
书斋,2+1,0.922,True
砖瓦,3+2,0.723,True
书房,2+1,0.908,True
文人风骨,3+3,0.927,True
修竹,3+1,0.944,True
老宅,3+2,0.742,True
窗,3+2,0.616,False
竹风,3+1,0.789,True
四时,3+1,0.682,False
风雅平常,5+2,0.836,True
水集,3+1,0.895,True
真实,5+2,0.821,True
江南百景图,3+5,0.769,True
可玩性,5+1,0.832,True
仿CC配方,3+4,0.614,False
清闲,5+2,0.913,True
漂亮饭,3+4,0.813,True
夜景散步,4+1,0.649,False
泗泾人的后花园,5+2,0.768,True
赏春,4+1,0.695,False
油菜花田,3+1,0.792,True
花鸟集市,2+1,0.841,True
亲子,4+1,0.831,True
情侣,5+2,0.902,True
citywalk,4+1,0.758,True
自驾,4+1,0.732,True
巨型樱花,3+1,0.653,False
背景,3+2,0.698,False
鲜花绿植,3+1,0.831,True
文创零售,2+1,0.702,False
非遗体验,3+3,0.711,False
人像,4+1,0.682,False
蟠龙历史,3+3,0.781,True
织造,3+3,0.651,False
江南织物,3+4,0.916,True
非物质文化遗产,3+3,0.686,False
盘扣工艺,3+3,0.758,True
街巷,3+2,0.805,True
上海纺织博物馆,2+1,0.548,False
诗经演天工,3+3,0.901,True
织物美学,3+3,0.661,False
文化与消费体验,5+1,0.492,False
古代江南职业情境互动,4+1,0.699,False
天选打工人,5+3,0.51,False
蟠龙MIAO语,3+2,0.822,True
赛博请福,3+3,0.748,True
江南风物季定制印章,3+4,0.86,True
手作沙龙,4+1,0.834,True
沪剧非遗传承人,3+3,0.75,True
氧音映社,2+1,0.738,True
东方美学体验,3+3,0.629,False
后备箱市集,2+3,0.763,True
原创IP市集,2+1,0.351,False
在地内容,3+3,0.724,True
社群社区活动,4+1,0.542,False
诗意,5+2,0.868,True
古镇遗韵,3+2,0.9,True
现代生活,5+2,0.771,True
商业面积,2+3,0.668,False
自然水系,3+1,0.72,False
购物体验,5+1,0.528,False
在地美食,3+4,0.868,True
年之糕,3+4,0.852,True
江南味道,5+2,0.833,True
燃冉青年艺术家孵化计划,3+3,0.488,False
爱宠人士,5+2,0.845,True
历史文化,3+3,0.846,True
商业休闲,2+1,0.69,False
江南特色,3+3,0.783,True
庵市,2+1,0.946,True
江南在地文化,3+3,0.738,True
张灯结彩,5+2,0.954,True
天地世界音乐节,4+1,0.574,False
水乐蟠龙,3+2,0.844,True
蟠龙光影,3+2,0.818,True
城市微度假体验,4+1,0.734,True
撒野,4+1,0.896,True
围观,4+1,0.765,True
荡秋千,4+1,0.924,True
C位出道,5+3,0.731,True
春日暖阳,3+1,1.0,True
江南织造艺术,3+3,0.681,False
海派都市,3+5,0.667,False
水上巨型装置,2+3,0.767,True
苏式盘扣,3+4,0.783,True
江南龙船,2+3,0.896,True
蟠龙牌坊,3+2,0.826,True
北市教堂,2+1,0.631,False
油纸伞,3+3,0.558,False
江南织造,3+3,0.79,True
